emp_id,age,age_group,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,salary_slab,monthly_rate,num_companies_worked,over_18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
RM1093,45,36-45,no,travel_rarely,950.0,research & development,28,3,technical degree,1,1546,4,male,97.0,3,1,research scientist,4,married,2132.0,upto 5k,4585.0,4,y,no,20,4,4,80,1,8,3,3,5,4,0,3
RM1100,45,36-45,no,travel_rarely,538.0,research & development,1,4,technical degree,1,1553,1,male,66.0,3,3,healthcare representative,2,divorced,7441.0,5k-10k,20933.0,1,y,no,12,3,1,80,3,10,4,3,10,8,7,7
RM1143,45,36-45,no,travel_rarely,1015.0,research & development,5,5,medical,1,1611,3,female,50.0,1,2,laboratory technician,1,single,5769.0,5k-10k,23447.0,1,y,yes,14,3,1,80,0,10,3,3,10,7,1,4
RM1144,45,36-45,no,non-travel,336.0,sales,26,3,marketing,1,1612,1,male,52.0,2,2,sales executive,1,married,4385.0,upto 5k,24162.0,1,y,no,15,3,1,80,1,10,2,3,10,7,4,5
RM1161,45,36-45,no,travel_rarely,1329.0,research & development,2,2,other,1,1635,4,female,59.0,2,2,manufacturing director,4,divorced,5770.0,5k-10k,5388.0,1,y,no,19,3,1,80,2,10,3,3,10,7,3,9
RM1222,45,36-45,no,non-travel,1238.0,research & development,1,1,life sciences,1,1712,3,male,74.0,2,3,healthcare representative,3,married,10748.0,10k-15k,3395.0,3,y,no,23,4,4,80,1,25,3,2,23,15,14,4
RM1226,45,36-45,no,travel_rarely,1005.0,research & development,28,2,technical degree,1,1719,4,female,48.0,2,4,research director,2,single,16704.0,15k+,17119.0,1,y,no,11,3,3,80,0,21,2,3,21,6,8,6
RM1244,45,36-45,no,travel_rarely,176.0,human resources,4,3,life sciences,1,1744,3,female,56.0,1,3,human resources,3,married,9756.0,5k-10k,6595.0,4,y,no,21,4,3,80,2,9,2,4,5,0,0,3
RM1315,45,36-45,no,non-travel,589.0,sales,2,4,life sciences,1,1845,3,female,67.0,3,2,sales executive,3,married,5154.0,5k-10k,19665.0,4,y,no,22,4,2,80,2,10,3,4,8,7,5,7
RM1347,45,36-45,no,travel_rarely,556.0,research & development,25,2,life sciences,1,1888,2,female,93.0,2,2,manufacturing director,4,married,5906.0,5k-10k,23888.0,0,y,no,13,3,4,80,2,10,2,2,9,8,3,8
RM1363,45,36-45,no,travel_frequently,1297.0,research & development,1,4,medical,1,1922,2,male,44.0,3,2,healthcare representative,3,single,5399.0,5k-10k,14511.0,4,y,no,12,3,3,80,0,12,3,3,4,2,0,3
RM1455,45,36-45,no,travel_rarely,374.0,sales,20,3,life sciences,1,2046,4,female,50.0,3,2,sales executive,3,single,4850.0,upto 5k,23333.0,8,y,no,15,3,3,80,0,8,3,3,5,3,0,1
RM049,46,46-55,no,travel_frequently,1211.0,sales,5,4,marketing,1,62,1,male,98.0,3,2,sales executive,4,single,5772.0,5k-10k,20445.0,4,y,yes,21,4,3,80,0,14,4,3,9,6,0,8
RM080,46,46-55,no,travel_rarely,945.0,human resources,5,2,medical,1,103,2,male,80.0,3,2,human resources,2,divorced,5021.0,5k-10k,10425.0,8,y,yes,22,4,4,80,1,16,2,3,4,2,0,2
RM090,46,46-55,yes,travel_rarely,669.0,sales,9,2,medical,1,118,3,male,64.0,2,3,sales executive,4,single,9619.0,5k-10k,13596.0,1,y,no,16,3,4,80,0,9,3,3,9,8,4,7
RM094,46,46-55,no,travel_frequently,638.0,research & development,1,3,medical,1,124,3,male,40.0,2,3,healthcare representative,1,married,10673.0,10k-15k,3142.0,2,y,yes,13,3,3,80,1,21,5,2,10,9,9,5
RM179,46,46-55,no,travel_rarely,526.0,sales,1,2,marketing,1,244,2,female,92.0,3,3,sales executive,1,divorced,10453.0,10k-15k,2137.0,1,y,no,25,4,3,80,3,24,2,3,24,13,15,7
RM264,46,46-55,no,travel_rarely,488.0,sales,2,3,technical degree,1,363,3,female,75.0,1,4,manager,2,married,16872.0,15k+,14977.0,3,y,yes,12,3,2,80,1,28,2,2,7,7,7,7
RM366,46,46-55,no,non-travel,1144.0,research & development,7,4,medical,1,487,3,female,30.0,3,2,manufacturing director,3,married,5258.0,5k-10k,16044.0,2,y,no,14,3,3,80,0,7,2,4,1,0,0,0
RM413,46,46-55,no,travel_rarely,1485.0,research & development,18,3,medical,1,550,3,female,87.0,3,2,manufacturing director,3,divorced,4810.0,upto 5k,26314.0,2,y,no,14,3,3,80,1,19,5,2,10,7,0,8
RM430,46,46-55,no,travel_rarely,1009.0,research & development,2,3,life sciences,1,575,1,male,51.0,3,4,research director,3,married,17861.0,15k+,2288.0,6,y,no,13,3,3,80,0,26,2,1,3,2,0,1
RM434,46,46-55,no,travel_rarely,1125.0,sales,10,3,marketing,1,580,3,female,94.0,2,3,sales executive,4,married,9071.0,5k-10k,11563.0,2,y,yes,19,3,3,80,1,15,3,3,3,2,1,2
RM466,46,46-55,no,travel_frequently,1034.0,research & development,18,1,medical,1,624,1,female,86.0,3,3,healthcare representative,3,married,10527.0,10k-15k,8984.0,5,y,no,11,3,4,80,0,28,3,2,2,2,1,2
RM724,46,46-55,no,travel_rarely,566.0,research & development,7,2,medical,1,1007,4,male,75.0,3,3,manufacturing director,3,divorced,10845.0,10k-15k,24208.0,6,y,no,13,3,2,80,1,13,3,3,8,7,0,7
RM771,46,46-55,no,travel_rarely,430.0,research & development,1,4,medical,1,1069,4,male,40.0,3,5,research director,4,divorced,19627.0,15k+,21445.0,9,y,no,17,3,4,80,2,23,0,3,2,2,2,2
RM779,46,46-55,no,travel_rarely,1003.0,research & development,8,4,life sciences,1,1080,4,female,74.0,2,2,research scientist,1,divorced,4615.0,upto 5k,21029.0,8,y,yes,23,4,1,80,3,19,2,3,16,13,1,7
RM811,46,46-55,no,travel_rarely,406.0,sales,3,1,marketing,1,1124,1,male,52.0,3,4,manager,3,married,17465.0,15k+,15596.0,3,y,no,12,3,4,80,1,23,3,3,12,9,4,9
RM862,46,46-55,no,travel_rarely,1402.0,sales,2,3,marketing,1,1204,3,female,69.0,3,4,manager,1,married,17048.0,15k+,24097.0,8,y,no,23,4,1,80,0,28,2,3,26,15,15,9
RM870,46,46-55,no,travel_rarely,1450.0,research & development,15,2,life sciences,1,1217,4,male,52.0,3,5,research director,2,married,19081.0,15k+,10849.0,5,y,no,11,3,1,80,1,25,2,3,4,2,0,3
RM878,46,46-55,no,travel_rarely,150.0,research & development,2,4,technical degree,1,1228,4,male,60.0,3,2,manufacturing director,4,divorced,7379.0,5k-10k,17433.0,2,y,no,11,3,3,80,1,12,3,2,6,3,1,4
RM917,46,46-55,no,travel_rarely,168.0,sales,4,2,marketing,1,1280,4,female,33.0,2,5,manager,2,married,18789.0,15k+,9946.0,2,y,no,14,3,3,80,1,26,2,3,11,4,0,8
RM944,46,46-55,no,travel_rarely,991.0,human resources,1,2,life sciences,1,1314,4,female,44.0,3,1,human resources,1,single,3423.0,upto 5k,22957.0,6,y,no,12,3,3,80,0,10,3,4,7,6,5,7
RM1032,46,46-55,yes,travel_rarely,377.0,sales,9,3,marketing,1,1457,1,male,52.0,3,3,sales executive,4,divorced,10096.0,10k-15k,15986.0,4,y,no,11,3,1,80,1,28,1,4,7,7,4,3
RM1081,46,46-55,no,travel_rarely,228.0,sales,3,3,life sciences,1,1527,3,female,51.0,3,4,manager,2,married,16606.0,15k+,11380.0,8,y,no,12,3,4,80,1,23,2,4,13,12,5,1
RM1136,46,46-55,no,travel_rarely,563.0,sales,1,4,life sciences,1,1602,4,male,56.0,4,4,manager,1,single,17567.0,15k+,3156.0,1,y,no,15,3,2,80,0,27,5,1,26,0,0,12
RM1232,46,46-55,no,travel_rarely,717.0,research & development,13,4,life sciences,1,1727,3,male,34.0,3,2,healthcare representative,2,single,5562.0,5k-10k,9697.0,6,y,no,14,3,4,80,0,19,3,3,10,7,0,9
RM1236,46,46-55,no,travel_rarely,1277.0,sales,2,3,life sciences,1,1732,3,male,74.0,3,3,sales executive,4,divorced,10368.0,10k-15k,5596.0,4,y,yes,12,3,2,80,1,13,5,2,10,6,0,3
RM1278,46,46-55,no,travel_rarely,734.0,research & development,2,4,medical,1,1789,3,male,46.0,3,5,research director,4,divorced,19328.0,15k+,14218.0,7,y,yes,17,3,3,80,1,24,3,3,2,1,2,2
RM1286,46,46-55,no,non-travel,849.0,sales,26,2,life sciences,1,1801,2,male,98.0,2,2,sales executive,2,single,7991.0,5k-10k,25166.0,8,y,no,15,3,3,80,0,6,3,3,2,2,2,2
RM1299,46,46-55,yes,travel_rarely,261.0,research & development,21,2,medical,1,1821,4,female,66.0,3,2,healthcare representative,2,married,8926.0,5k-10k,10842.0,4,y,no,22,4,4,80,1,13,2,4,9,7,3,7
RM1323,46,46-55,no,travel_rarely,706.0,research & development,2,2,life sciences,1,1857,4,male,82.0,3,3,manufacturing director,4,divorced,8578.0,5k-10k,19989.0,3,y,no,14,3,3,80,1,12,4,2,9,8,4,7
RM1328,46,46-55,no,travel_rarely,1319.0,sales,3,3,technical degree,1,1863,1,female,45.0,4,4,sales executive,1,divorced,13225.0,10k-15k,7739.0,2,y,no,12,3,4,80,1,25,5,3,19,17,2,8
RM1334,46,46-55,yes,travel_rarely,1254.0,sales,10,3,life sciences,1,1869,3,female,64.0,3,3,sales executive,2,married,7314.0,5k-10k,14011.0,5,y,no,21,4,3,80,3,14,2,3,8,7,0,7
RM272,47,46-55,yes,non-travel,666.0,research & development,29,4,life sciences,1,376,1,male,88.0,3,3,manager,2,married,11849.0,10k-15k,10268.0,1,y,yes,12,3,4,80,1,10,2,2,10,7,9,9
RM330,47,46-55,no,travel_rarely,1482.0,research & development,5,5,life sciences,1,447,4,male,42.0,3,5,research director,3,married,18300.0,15k+,16375.0,4,y,no,11,3,2,80,1,21,2,3,3,2,1,1
RM348,47,46-55,no,travel_frequently,1309.0,sales,4,1,medical,1,467,2,male,99.0,3,2,sales representative,3,single,2976.0,upto 5k,25751.0,3,y,no,19,3,1,80,0,5,3,3,0,0,0,0
RM429,47,46-55,no,travel_rarely,983.0,research & development,2,2,medical,1,574,1,female,65.0,3,2,manufacturing director,4,divorced,5070.0,5k-10k,7389.0,5,y,no,13,3,3,80,3,20,2,3,5,0,0,4
RM533,47,46-55,no,travel_rarely,703.0,sales,14,4,marketing,1,728,4,male,42.0,3,2,sales executive,1,single,4960.0,upto 5k,11825.0,2,y,no,12,3,4,80,0,20,2,3,7,7,1,7
RM545,47,46-55,no,travel_frequently,217.0,sales,3,3,medical,1,746,4,female,49.0,3,4,sales executive,3,divorced,13770.0,10k-15k,10225.0,9,y,yes,12,3,4,80,2,28,2,2,22,2,11,13
RM567,47,46-55,yes,travel_frequently,719.0,sales,27,2,life sciences,1,785,2,female,77.0,4,2,sales executive,3,single,6397.0,5k-10k,10339.0,4,y,yes,12,3,4,80,0,8,2,3,5,4,1,3
RM593,47,46-55,no,travel_rarely,202.0,research & development,2,2,other,1,820,3,female,33.0,3,4,manager,4,married,16752.0,15k+,12982.0,1,y,yes,11,3,3,80,1,26,3,2,26,14,3,0
RM652,47,46-55,no,travel_rarely,249.0,sales,2,2,marketing,1,903,3,female,35.0,3,2,sales executive,4,married,4537.0,upto 5k,17783.0,0,y,yes,22,4,1,80,1,8,2,3,7,6,7,7
RM666,47,46-55,no,travel_rarely,1454.0,sales,2,4,life sciences,1,925,4,female,65.0,2,1,sales representative,4,single,3294.0,upto 5k,13137.0,1,y,yes,18,3,1,80,0,3,3,2,3,2,1,2
RM708,47,46-55,no,travel_frequently,1379.0,research & development,16,4,medical,1,987,3,male,64.0,4,2,manufacturing director,3,divorced,5067.0,5k-10k,6759.0,1,y,yes,19,3,3,80,0,20,3,4,19,10,2,7
RM720,47,46-55,no,travel_rarely,955.0,sales,4,2,life sciences,1,1003,4,female,83.0,3,2,sales executive,4,single,4163.0,upto 5k,8571.0,1,y,yes,17,3,3,80,0,9,0,3,9,0,0,7
RM1021,47,46-55,no,travel_rarely,465.0,research & development,1,3,technical degree,1,1438,1,male,74.0,3,1,research scientist,4,married,3420.0,upto 5k,10205.0,7,y,no,12,3,3,80,1,17,2,2,6,5,1,2
RM1025,47,46-55,no,travel_rarely,359.0,research & development,2,4,medical,1,1443,1,female,82.0,3,4,research director,3,married,17169.0,15k+,26703.0,3,y,no,19,3,2,80,2,26,2,4,20,17,5,6
RM1068,47,46-55,no,travel_rarely,571.0,sales,14,3,medical,1,1503,3,female,78.0,3,2,sales executive,3,married,4591.0,upto 5k,24200.0,3,y,yes,17,3,3,80,1,11,4,2,5,4,1,2
RM1155,47,46-55,no,travel_rarely,1176.0,human resources,26,4,life sciences,1,1625,4,female,98.0,3,5,manager,3,married,19658.0,15k+,5220.0,3,y,no,11,3,3,80,1,27,2,3,5,2,1,0
RM1195,47,46-55,no,travel_rarely,1225.0,sales,2,4,life sciences,1,1676,2,female,47.0,4,4,manager,2,divorced,15972.0,15k+,21086.0,6,y,no,14,3,3,80,3,29,2,3,3,2,1,2
RM1224,47,46-55,yes,travel_frequently,1093.0,sales,9,3,life sciences,1,1716,3,male,82.0,1,4,sales executive,3,married,12936.0,10k-15k,24164.0,7,y,no,11,3,3,80,0,25,3,1,23,5,14,10
RM1235,47,46-55,no,non-travel,543.0,sales,2,4,marketing,1,1731,3,male,87.0,3,2,sales executive,2,married,4978.0,upto 5k,3536.0,7,y,no,11,3,4,80,1,4,3,1,1,0,0,0
RM1304,47,46-55,no,travel_rarely,1001.0,research & development,4,3,life sciences,1,1827,3,female,92.0,2,3,manufacturing director,2,divorced,10333.0,10k-15k,19271.0,8,y,yes,12,3,3,80,1,28,4,3,22,11,14,10
RM1322,47,46-55,no,travel_rarely,207.0,research & development,9,4,life sciences,1,1856,2,female,64.0,3,1,laboratory technician,3,single,2105.0,upto 5k,5411.0,4,y,no,12,3,3,80,0,7,2,3,2,2,2,0
RM1371,47,46-55,no,non-travel,1169.0,research & development,14,4,technical degree,1,1934,3,male,64.0,3,2,research scientist,2,married,5467.0,5k-10k,2125.0,8,y,no,18,3,3,80,1,16,4,4,8,7,1,7
RM1415,47,46-55,no,travel_rarely,1180.0,research & development,25,3,medical,1,1993,1,male,84.0,3,3,healthcare representative,3,single,8633.0,5k-10k,13084.0,2,y,no,23,4,2,80,0,25,3,3,17,14,12,11
RM1422,47,46-55,no,non-travel,1162.0,research & development,1,1,medical,1,2000,3,female,98.0,3,3,research director,2,married,11957.0,10k-15k,17231.0,0,y,no,18,3,1,80,2,14,3,1,13,8,5,12
RM051,48,46-55,yes,travel_rarely,626.0,research & development,1,2,life sciences,1,64,1,male,98.0,2,3,laboratory technician,3,single,5381.0,5k-10k,19294.0,9,y,yes,13,3,4,80,0,23,2,3,1,0,0,0
RM353,48,46-55,no,travel_rarely,530.0,sales,29,1,medical,1,473,1,female,91.0,3,3,manager,3,married,12504.0,10k-15k,23978.0,3,y,no,21,4,2,80,1,15,3,1,0,0,0,0
RM445,48,46-55,no,travel_rarely,163.0,sales,2,5,marketing,1,595,2,female,37.0,3,2,sales executive,4,married,4051.0,upto 5k,19658.0,2,y,no,14,3,1,80,1,14,2,3,9,7,6,7
RM493,48,46-55,no,travel_rarely,1236.0,research & development,1,4,life sciences,1,664,4,female,40.0,2,4,manager,1,married,15402.0,15k+,17997.0,7,y,no,11,3,1,80,1,21,3,1,3,2,0,2
RM521,48,46-55,no,travel_rarely,817.0,sales,2,1,marketing,1,712,2,male,56.0,4,2,sales executive,2,married,8120.0,5k-10k,18597.0,3,y,no,12,3,4,80,0,12,3,3,2,2,2,2
RM679,48,46-55,no,travel_rarely,1469.0,research & development,20,4,medical,1,945,4,male,51.0,3,1,research scientist,3,married,2259.0,upto 5k,5543.0,4,y,no,17,3,1,80,2,13,2,2,0,0,0,0
RM736,48,46-55,no,travel_rarely,277.0,research & development,6,3,life sciences,1,1022,1,male,97.0,2,2,healthcare representative,3,single,4240.0,upto 5k,13119.0,2,y,no,13,3,4,80,0,19,0,3,2,2,2,2
RM737,48,46-55,no,travel_rarely,1355.0,research & development,4,4,life sciences,1,1024,3,male,78.0,2,3,healthcare representative,3,single,10999.0,10k-15k,22245.0,7,y,no,14,3,2,80,0,27,3,3,15,11,4,8
RM805,48,46-55,no,non-travel,1262.0,research & development,1,4,medical,1,1116,1,male,35.0,4,4,manager,4,single,16885.0,15k+,16154.0,2,y,no,22,4,3,80,0,27,3,2,5,4,2,1
RM902,48,46-55,no,travel_rarely,969.0,research & development,2,2,technical degree,1,1258,4,male,76.0,4,1,laboratory technician,2,single,2559.0,upto 5k,16620.0,5,y,no,11,3,3,80,0,7,4,2,1,0,0,0
RM905,48,46-55,no,travel_rarely,715.0,research & development,1,3,life sciences,1,1263,4,male,76.0,2,5,research director,4,single,18265.0,15k+,8733.0,6,y,no,12,3,3,80,0,25,3,4,1,0,0,0
RM970,48,46-55,no,travel_rarely,855.0,research & development,4,3,life sciences,1,1363,4,male,54.0,3,3,manufacturing director,4,single,7898.0,5k-10k,18706.0,1,y,no,11,3,3,80,0,11,2,3,10,9,0,8
RM1039,48,46-55,no,travel_rarely,1221.0,sales,7,3,marketing,1,1466,3,male,96.0,3,2,sales executive,1,divorced,5486.0,5k-10k,24795.0,4,y,no,11,3,1,80,3,15,3,3,2,2,2,2
RM1104,48,46-55,no,travel_rarely,492.0,sales,16,4,life sciences,1,1557,3,female,96.0,3,2,sales executive,3,divorced,6439.0,5k-10k,13693.0,8,y,no,14,3,3,80,1,18,2,3,8,7,7,7
RM1115,48,46-55,no,travel_rarely,1108.0,research & development,15,4,other,1,1576,3,female,65.0,3,1,research scientist,1,married,2367.0,upto 5k,16530.0,8,y,no,12,3,4,80,1,10,3,2,8,2,7,6
RM1167,48,46-55,no,travel_frequently,365.0,research & development,4,5,medical,1,1644,3,male,89.0,2,4,manager,4,married,15202.0,15k+,5602.0,2,y,no,25,4,2,80,1,23,3,3,2,2,2,2
RM1205,48,46-55,yes,travel_frequently,708.0,sales,7,2,medical,1,1691,4,female,95.0,3,1,sales representative,3,married,2655.0,upto 5k,11740.0,2,y,yes,11,3,3,80,2,19,3,3,9,7,7,7
RM1332,48,46-55,no,travel_rarely,1224.0,research & development,10,3,life sciences,1,1867,4,male,91.0,2,5,research director,2,married,19665.0,15k+,13583.0,4,y,no,12,3,4,80,0,29,3,3,22,10,12,9
RM1352,48,46-55,no,travel_frequently,117.0,research & development,22,3,medical,1,1900,4,female,58.0,3,4,manager,4,divorced,17174.0,15k+,2437.0,3,y,no,11,3,2,80,1,24,3,3,22,17,4,7
RM002,49,46-55,no,travel_frequently,279.0,research & development,8,1,life sciences,1,2,3,male,61.0,2,2,research scientist,2,married,5130.0,5k-10k,24907.0,1,y,no,23,4,4,80,1,10,3,3,10,7,1,7
RM130,49,46-55,no,travel_rarely,470.0,research & development,20,4,medical,1,170,3,female,96.0,3,2,manufacturing director,1,married,6567.0,5k-10k,5549.0,1,y,no,14,3,3,80,0,16,2,2,15,11,5,11
RM202,49,46-55,no,non-travel,1002.0,research & development,18,4,life sciences,1,275,4,male,92.0,3,2,manufacturing director,4,divorced,6804.0,5k-10k,23793.0,1,y,yes,15,3,1,80,2,7,0,3,7,7,1,7
RM291,49,46-55,no,travel_frequently,636.0,research & development,10,4,life sciences,1,396,3,female,35.0,3,5,research director,1,single,18665.0,15k+,25594.0,9,y,yes,11,3,4,80,0,22,4,3,3,2,1,2
RM317,49,46-55,no,travel_rarely,1091.0,research & development,1,2,technical degree,1,431,3,female,90.0,2,4,healthcare representative,3,single,13964.0,10k-15k,17810.0,7,y,yes,12,3,4,80,0,25,2,3,7,1,0,7
RM376,49,46-55,no,travel_rarely,1261.0,research & development,7,3,other,1,499,2,male,31.0,2,3,healthcare representative,3,single,10965.0,10k-15k,12066.0,8,y,no,24,4,3,80,0,26,2,3,5,2,0,0
RM474,49,46-55,no,travel_rarely,1245.0,research & development,18,4,life sciences,1,638,4,male,58.0,2,5,research director,3,divorced,19502.0,15k+,2125.0,1,y,yes,17,3,3,80,1,31,5,3,31,9,0,9
RM608,49,46-55,yes,travel_rarely,1184.0,sales,11,3,marketing,1,840,3,female,43.0,3,3,sales executive,4,married,7654.0,5k-10k,5860.0,1,y,no,18,3,1,80,2,9,3,4,9,8,7,7
RM640,49,46-55,no,travel_rarely,1418.0,research & development,1,3,technical degree,1,887,3,female,36.0,3,1,research scientist,1,married,3580.0,upto 5k,10554.0,2,y,no,16,3,2,80,1,7,2,3,4,2,0,2
RM678,49,46-55,no,travel_rarely,527.0,research & development,8,2,other,1,944,1,female,51.0,3,3,laboratory technician,2,married,7403.0,5k-10k,22477.0,4,y,no,11,3,3,80,1,29,3,2,26,9,1,7
RM822,49,46-55,no,travel_rarely,174.0,sales,8,4,technical degree,1,1138,4,male,56.0,2,4,sales executive,2,married,13120.0,10k-15k,11879.0,6,y,no,17,3,2,80,1,22,3,3,9,8,2,3
RM900,49,46-55,no,travel_rarely,1098.0,research & development,4,2,medical,1,1256,1,male,85.0,2,5,manager,3,married,18711.0,15k+,12124.0,2,y,no,13,3,3,80,1,23,2,4,1,0,0,0
RM1007,49,46-55,yes,travel_frequently,1475.0,research & development,28,2,life sciences,1,1420,1,male,97.0,2,2,laboratory technician,1,single,4284.0,upto 5k,22710.0,3,y,no,20,4,1,80,0,20,2,3,4,3,1,3
RM1045,49,46-55,no,travel_rarely,1495.0,research & development,5,4,technical degree,1,1473,1,male,96.0,3,2,healthcare representative,3,married,6651.0,5k-10k,21534.0,2,y,no,14,3,2,80,1,20,0,2,3,2,1,2
RM1055,49,46-55,no,travel_rarely,1490.0,research & development,7,4,life sciences,1,1484,3,male,35.0,3,3,healthcare representative,2,divorced,10466.0,10k-15k,20948.0,3,y,no,14,3,2,80,2,29,3,3,8,7,0,7
RM1072,49,46-55,no,travel_rarely,271.0,research & development,3,2,medical,1,1509,3,female,43.0,2,2,laboratory technician,1,married,4789.0,upto 5k,23070.0,4,y,no,25,4,1,80,1,10,3,3,3,2,1,2
RM1148,49,46-55,no,travel_rarely,722.0,research & development,25,4,life sciences,1,1617,3,female,84.0,3,1,laboratory technician,1,married,3211.0,upto 5k,22102.0,1,y,no,14,3,4,80,1,10,3,2,9,6,1,4
RM1177,49,46-55,no,travel_rarely,301.0,research & development,22,4,other,1,1655,1,female,72.0,3,4,research director,2,married,16413.0,15k+,3498.0,3,y,no,16,3,2,80,2,27,2,3,4,2,1,2
RM1182,49,46-55,no,travel_rarely,465.0,research & development,6,1,life sciences,1,1661,3,female,41.0,2,4,healthcare representative,3,married,13966.0,10k-15k,11652.0,2,y,yes,19,3,2,80,1,30,3,3,15,11,2,12
RM1193,49,46-55,no,travel_rarely,464.0,research & development,16,3,medical,1,1674,4,female,74.0,3,1,laboratory technician,1,divorced,2587.0,upto 5k,24941.0,4,y,yes,16,3,2,80,1,17,2,2,2,2,2,2
RM1196,49,46-55,no,travel_rarely,809.0,research & development,1,3,life sciences,1,1677,3,male,36.0,3,4,manager,3,single,15379.0,15k+,22384.0,4,y,no,14,3,1,80,0,23,2,3,8,7,0,0
RM1255,49,46-55,no,travel_rarely,1313.0,sales,11,4,marketing,1,1757,4,female,80.0,3,2,sales executive,4,single,4507.0,upto 5k,8191.0,3,y,no,12,3,3,80,0,8,1,4,5,1,0,4
RM1378,49,46-55,no,travel_frequently,1064.0,research & development,2,1,life sciences,1,1941,2,male,42.0,3,5,research director,4,married,19161.0,15k+,13738.0,3,y,no,15,3,4,80,0,28,3,3,5,4,4,3
RM1469,49,46-55,no,travel_frequently,1023.0,sales,2,3,medical,1,2065,4,male,63.0,2,2,sales executive,2,married,5390.0,5k-10k,13243.0,2,y,no,14,3,4,80,0,17,3,2,9,6,0,8
RM037,50,46-55,yes,travel_rarely,869.0,sales,3,2,marketing,1,47,1,male,86.0,2,1,sales representative,3,married,2683.0,upto 5k,3810.0,1,y,yes,14,3,3,80,0,3,2,3,3,2,0,2
RM063,50,46-55,no,travel_rarely,989.0,research & development,7,2,medical,1,80,2,female,43.0,2,5,research director,3,divorced,18740.0,15k+,16701.0,5,y,yes,12,3,4,80,1,29,2,2,27,3,13,8
RM107,50,46-55,no,travel_frequently,1115.0,research & development,1,3,life sciences,1,141,1,female,73.0,3,5,research director,2,married,18172.0,15k+,9755.0,3,y,yes,19,3,1,80,0,28,1,2,8,3,0,7
RM132,50,46-55,no,travel_frequently,809.0,sales,12,3,marketing,1,174,3,female,77.0,3,3,sales executive,4,single,9208.0,5k-10k,6645.0,4,y,no,11,3,4,80,0,16,3,3,2,2,2,1
RM166,50,46-55,no,travel_rarely,1452.0,research & development,11,3,life sciences,1,226,3,female,53.0,3,5,manager,2,single,19926.0,15k+,17053.0,3,y,no,15,3,2,80,0,21,5,3,5,4,4,4
RM184,50,46-55,no,travel_rarely,328.0,research & development,1,3,medical,1,249,3,male,86.0,2,1,laboratory technician,3,married,3690.0,upto 5k,3425.0,2,y,no,15,3,4,80,1,5,2,2,3,2,0,2
RM234,50,46-55,no,travel_rarely,854.0,sales,1,4,medical,1,323,4,female,68.0,3,5,manager,4,divorced,19517.0,15k+,24118.0,3,y,no,11,3,3,80,1,32,3,2,7,0,0,6
RM280,50,46-55,no,travel_rarely,797.0,research & development,4,1,life sciences,1,385,1,male,96.0,3,5,research director,2,divorced,19144.0,15k+,15815.0,3,y,no,14,3,1,80,2,28,4,2,10,4,1,6
RM368,50,46-55,no,travel_rarely,1046.0,research & development,10,3,technical degree,1,491,4,male,100.0,2,3,healthcare representative,4,single,10496.0,10k-15k,2755.0,6,y,no,15,3,4,80,0,20,2,3,4,3,1,3
RM426,50,46-55,no,travel_rarely,1099.0,research & development,29,4,life sciences,1,569,2,male,88.0,2,4,manager,3,married,17046.0,15k+,9314.0,0,y,no,15,3,2,80,1,28,2,3,27,10,15,7
RM478,50,46-55,no,travel_frequently,1246.0,human resources,3,3,medical,1,644,1,male,99.0,3,5,manager,2,married,18200.0,15k+,7999.0,1,y,no,11,3,3,80,1,32,2,3,32,5,10,7
RM524,50,46-55,no,travel_rarely,1207.0,research & development,28,1,medical,1,716,4,male,74.0,4,1,laboratory technician,3,married,3221.0,upto 5k,3297.0,1,y,yes,11,3,3,80,3,20,3,3,20,8,3,8
RM529,50,46-55,yes,travel_frequently,562.0,sales,8,2,technical degree,1,723,2,male,50.0,3,2,sales executive,3,married,6796.0,5k-10k,23452.0,3,y,yes,14,3,1,80,1,18,4,3,4,3,1,3
RM540,50,46-55,no,travel_rarely,316.0,sales,8,4,marketing,1,738,4,male,54.0,3,1,sales representative,2,married,3875.0,upto 5k,9983.0,7,y,no,15,3,4,80,1,4,2,3,2,2,2,2
RM589,50,46-55,no,travel_rarely,691.0,research & development,2,3,medical,1,815,3,male,64.0,3,4,research director,3,married,17639.0,15k+,6881.0,5,y,no,16,3,4,80,0,30,3,3,4,3,0,3
RM654,50,46-55,no,non-travel,881.0,research & development,2,4,life sciences,1,905,1,male,98.0,3,4,manager,1,divorced,17924.0,15k+,4544.0,1,y,no,11,3,4,80,1,31,3,3,31,6,14,7
RM715,50,46-55,no,travel_rarely,1126.0,research & development,1,2,medical,1,997,4,male,66.0,3,4,research director,4,divorced,17399.0,15k+,6615.0,9,y,no,22,4,3,80,1,32,1,2,5,4,1,3
RM722,50,46-55,no,travel_rarely,939.0,research & development,24,3,life sciences,1,1005,4,male,95.0,3,4,manufacturing director,3,married,13973.0,10k-15k,4161.0,3,y,yes,18,3,4,80,1,22,2,3,12,11,1,5
